input_file,n,si,ti
Sparks_4096x2160_5994fps_HDR10.mp4,399,20.521,0.94
Sparks_4096x2160_5994fps_HDR10.mp4,400,20.606,1.202
Sparks_4096x2160_5994fps_HDR10.mp4,401,20.673,0.951
Sparks_4096x2160_5994fps_HDR10.mp4,402,20.783,0.99
Sparks_4096x2160_5994fps_HDR10.mp4,403,20.904,1.093
Sparks_4096x2160_5994fps_HDR10.mp4,404,20.969,1.292
Sparks_4096x2160_5994fps_HDR10.mp4,405,21.072,1.226
Sparks_4096x2160_5994fps_HDR10.mp4,406,21.252,1.172
Sparks_4096x2160_5994fps_HDR10.mp4,407,21.323,1.213
Sparks_4096x2160_5994fps_HDR10.mp4,408,21.397,1.14
Sparks_4096x2160_5994fps_HDR10.mp4,409,21.51,1.195
Sparks_4096x2160_5994fps_HDR10.mp4,410,21.583,1.09
Sparks_4096x2160_5994fps_HDR10.mp4,411,21.666,1.081
Sparks_4096x2160_5994fps_HDR10.mp4,412,21.713,1.032
Sparks_4096x2160_5994fps_HDR10.mp4,413,21.812,1.06
Sparks_4096x2160_5994fps_HDR10.mp4,414,21.921,1.093
Sparks_4096x2160_5994fps_HDR10.mp4,415,21.976,1.217
Sparks_4096x2160_5994fps_HDR10.mp4,416,22.077,1.174
Sparks_4096x2160_5994fps_HDR10.mp4,417,22.182,1.34
Sparks_4096x2160_5994fps_HDR10.mp4,418,22.227,1.229
Sparks_4096x2160_5994fps_HDR10.mp4,419,22.321,1.515
Sparks_4096x2160_5994fps_HDR10.mp4,420,22.354,1.183
Sparks_4096x2160_5994fps_HDR10.mp4,421,22.445,1.205
Sparks_4096x2160_5994fps_HDR10.mp4,422,22.526,1.218
Sparks_4096x2160_5994fps_HDR10.mp4,423,22.602,1.168
Sparks_4096x2160_5994fps_HDR10.mp4,424,22.66,1.099
Sparks_4096x2160_5994fps_HDR10.mp4,425,22.771,1.174
Sparks_4096x2160_5994fps_HDR10.mp4,426,22.91,1.362
Sparks_4096x2160_5994fps_HDR10.mp4,427,22.982,1.17
Sparks_4096x2160_5994fps_HDR10.mp4,428,23.037,1.016
Sparks_4096x2160_5994fps_HDR10.mp4,429,23.152,1.361
Sparks_4096x2160_5994fps_HDR10.mp4,430,23.25,1.21
Sparks_4096x2160_5994fps_HDR10.mp4,431,23.357,1.114
Sparks_4096x2160_5994fps_HDR10.mp4,432,23.409,1.094
Sparks_4096x2160_5994fps_HDR10.mp4,433,23.474,1.013
Sparks_4096x2160_5994fps_HDR10.mp4,434,23.558,1.109
Sparks_4096x2160_5994fps_HDR10.mp4,435,23.637,0.989
Sparks_4096x2160_5994fps_HDR10.mp4,436,23.699,1.063
Sparks_4096x2160_5994fps_HDR10.mp4,437,23.729,1.042
Sparks_4096x2160_5994fps_HDR10.mp4,438,23.763,1.05
Sparks_4096x2160_5994fps_HDR10.mp4,439,23.757,0.93
Sparks_4096x2160_5994fps_HDR10.mp4,440,23.805,0.981
Sparks_4096x2160_5994fps_HDR10.mp4,441,23.848,1.044
Sparks_4096x2160_5994fps_HDR10.mp4,442,23.804,1.025
Sparks_4096x2160_5994fps_HDR10.mp4,443,23.784,1.116
Sparks_4096x2160_5994fps_HDR10.mp4,444,23.79,1.104
Sparks_4096x2160_5994fps_HDR10.mp4,445,23.849,1.2
Sparks_4096x2160_5994fps_HDR10.mp4,446,23.782,1.121
Sparks_4096x2160_5994fps_HDR10.mp4,447,23.795,1.118
Sparks_4096x2160_5994fps_HDR10.mp4,448,23.771,1.244
Sparks_4096x2160_5994fps_HDR10.mp4,449,23.843,1.243
Sparks_4096x2160_5994fps_HDR10.mp4,450,23.781,1.196
Sparks_4096x2160_5994fps_HDR10.mp4,451,23.828,1.054
Sparks_4096x2160_5994fps_HDR10.mp4,452,23.802,1.053
Sparks_4096x2160_5994fps_HDR10.mp4,453,23.853,1.155
Sparks_4096x2160_5994fps_HDR10.mp4,454,23.829,1.162
Sparks_4096x2160_5994fps_HDR10.mp4,455,23.82,1.262
Sparks_4096x2160_5994fps_HDR10.mp4,456,23.822,1.201
Sparks_4096x2160_5994fps_HDR10.mp4,457,23.902,1.251
Sparks_4096x2160_5994fps_HDR10.mp4,458,23.832,1.189
Sparks_4096x2160_5994fps_HDR10.mp4,459,23.889,1.179
Sparks_4096x2160_5994fps_HDR10.mp4,460,23.852,1.331
Sparks_4096x2160_5994fps_HDR10.mp4,461,23.916,1.324
Sparks_4096x2160_5994fps_HDR10.mp4,462,23.849,1.443
Sparks_4096x2160_5994fps_HDR10.mp4,463,23.847,1.294
Sparks_4096x2160_5994fps_HDR10.mp4,464,23.84,1.229
Sparks_4096x2160_5994fps_HDR10.mp4,465,23.926,1.196
Sparks_4096x2160_5994fps_HDR10.mp4,466,23.852,1.343
Sparks_4096x2160_5994fps_HDR10.mp4,467,23.872,1.111
Sparks_4096x2160_5994fps_HDR10.mp4,468,23.828,1.316
Sparks_4096x2160_5994fps_HDR10.mp4,469,23.908,1.234
Sparks_4096x2160_5994fps_HDR10.mp4,470,23.842,1.226
Sparks_4096x2160_5994fps_HDR10.mp4,471,23.857,1.26
Sparks_4096x2160_5994fps_HDR10.mp4,472,23.86,1.317
Sparks_4096x2160_5994fps_HDR10.mp4,473,23.909,1.225
Sparks_4096x2160_5994fps_HDR10.mp4,474,23.824,1.237
Sparks_4096x2160_5994fps_HDR10.mp4,475,23.836,1.157
Sparks_4096x2160_5994fps_HDR10.mp4,476,23.83,1.105
Sparks_4096x2160_5994fps_HDR10.mp4,477,23.898,1.147
Sparks_4096x2160_5994fps_HDR10.mp4,478,23.839,1.202
Sparks_4096x2160_5994fps_HDR10.mp4,479,23.931,1.251
Sparks_4096x2160_5994fps_HDR10.mp4,480,23.955,1.203
Sparks_4096x2160_5994fps_HDR10.mp4,481,23.822,1.581
Sparks_4096x2160_5994fps_HDR10.mp4,482,23.842,1.328
Sparks_4096x2160_5994fps_HDR10.mp4,483,23.888,1.479
Sparks_4096x2160_5994fps_HDR10.mp4,484,23.858,1.582
Sparks_4096x2160_5994fps_HDR10.mp4,485,23.938,1.253
Sparks_4096x2160_5994fps_HDR10.mp4,486,23.876,1.298
Sparks_4096x2160_5994fps_HDR10.mp4,487,23.912,1.132
Sparks_4096x2160_5994fps_HDR10.mp4,488,23.897,1.007
Sparks_4096x2160_5994fps_HDR10.mp4,489,23.959,1.081
Sparks_4096x2160_5994fps_HDR10.mp4,490,23.877,1.196
Sparks_4096x2160_5994fps_HDR10.mp4,491,23.885,1.141
Sparks_4096x2160_5994fps_HDR10.mp4,492,23.891,1.195
Sparks_4096x2160_5994fps_HDR10.mp4,493,23.976,1.05
Sparks_4096x2160_5994fps_HDR10.mp4,494,23.894,1.013
Sparks_4096x2160_5994fps_HDR10.mp4,495,23.912,1.051
Sparks_4096x2160_5994fps_HDR10.mp4,496,23.895,0.931
Sparks_4096x2160_5994fps_HDR10.mp4,497,23.966,1.002
Sparks_4096x2160_5994fps_HDR10.mp4,498,23.912,0.976
Sparks_4096x2160_5994fps_HDR10.mp4,499,23.919,0.919
Sparks_4096x2160_5994fps_HDR10.mp4,500,23.903,0.921
Sparks_4096x2160_5994fps_HDR10.mp4,501,23.959,0.964
Sparks_4096x2160_5994fps_HDR10.mp4,502,23.884,0.972
Sparks_4096x2160_5994fps_HDR10.mp4,503,23.905,0.928
Sparks_4096x2160_5994fps_HDR10.mp4,504,23.864,0.997
Sparks_4096x2160_5994fps_HDR10.mp4,505,23.952,1.15
Sparks_4096x2160_5994fps_HDR10.mp4,506,23.856,1.192
Sparks_4096x2160_5994fps_HDR10.mp4,507,23.893,1.178
Sparks_4096x2160_5994fps_HDR10.mp4,508,23.879,1.233
Sparks_4096x2160_5994fps_HDR10.mp4,509,23.983,1.186
Sparks_4096x2160_5994fps_HDR10.mp4,510,23.89,1.108
Sparks_4096x2160_5994fps_HDR10.mp4,511,23.948,1.034
Sparks_4096x2160_5994fps_HDR10.mp4,512,23.959,1.188
Sparks_4096x2160_5994fps_HDR10.mp4,513,39.903,58.719
Sparks_4096x2160_5994fps_HDR10.mp4,514,39.799,13.402
Sparks_4096x2160_5994fps_HDR10.mp4,515,40.025,13.982
Sparks_4096x2160_5994fps_HDR10.mp4,516,40.704,15.223
Sparks_4096x2160_5994fps_HDR10.mp4,517,41.002,16.463
Sparks_4096x2160_5994fps_HDR10.mp4,518,39.967,17.497
Sparks_4096x2160_5994fps_HDR10.mp4,519,40.237,18.32
Sparks_4096x2160_5994fps_HDR10.mp4,520,40.381,18.977
Sparks_4096x2160_5994fps_HDR10.mp4,521,40.417,19.04
Sparks_4096x2160_5994fps_HDR10.mp4,522,39.471,18.693
Sparks_4096x2160_5994fps_HDR10.mp4,523,39.657,18.289
Sparks_4096x2160_5994fps_HDR10.mp4,524,39.275,17.991
Sparks_4096x2160_5994fps_HDR10.mp4,525,38.955,17.967
Sparks_4096x2160_5994fps_HDR10.mp4,526,38.677,18.35
Sparks_4096x2160_5994fps_HDR10.mp4,527,38.805,18.79
Sparks_4096x2160_5994fps_HDR10.mp4,528,38.418,18.551
Sparks_4096x2160_5994fps_HDR10.mp4,529,39.518,17.331
Sparks_4096x2160_5994fps_HDR10.mp4,530,39.828,15.671
Sparks_4096x2160_5994fps_HDR10.mp4,531,40.026,14.434
Sparks_4096x2160_5994fps_HDR10.mp4,532,40.677,14.174
Sparks_4096x2160_5994fps_HDR10.mp4,533,41.104,14.454
Sparks_4096x2160_5994fps_HDR10.mp4,534,41.685,15.119
Sparks_4096x2160_5994fps_HDR10.mp4,535,42.028,15.375
Sparks_4096x2160_5994fps_HDR10.mp4,536,41.876,15.415
Sparks_4096x2160_5994fps_HDR10.mp4,537,42.555,15.646
Sparks_4096x2160_5994fps_HDR10.mp4,538,41.802,15.929
Sparks_4096x2160_5994fps_HDR10.mp4,539,41.63,16.49
Sparks_4096x2160_5994fps_HDR10.mp4,540,41.303,17.211
Sparks_4096x2160_5994fps_HDR10.mp4,541,41.396,17.44
Sparks_4096x2160_5994fps_HDR10.mp4,542,41.341,17.589
Sparks_4096x2160_5994fps_HDR10.mp4,543,40.839,17.299
Sparks_4096x2160_5994fps_HDR10.mp4,544,40.936,16.703
Sparks_4096x2160_5994fps_HDR10.mp4,545,41.265,16.017
Sparks_4096x2160_5994fps_HDR10.mp4,546,41.329,15.271
Sparks_4096x2160_5994fps_HDR10.mp4,547,41.432,14.947
Sparks_4096x2160_5994fps_HDR10.mp4,548,41.117,14.878
Sparks_4096x2160_5994fps_HDR10.mp4,549,41.712,14.792
Sparks_4096x2160_5994fps_HDR10.mp4,550,41.23,14.348
Sparks_4096x2160_5994fps_HDR10.mp4,551,42.793,15.056
Sparks_4096x2160_5994fps_HDR10.mp4,552,42.595,15.188
Sparks_4096x2160_5994fps_HDR10.mp4,553,42.005,15.593
Sparks_4096x2160_5994fps_HDR10.mp4,554,41.147,14.85
Sparks_4096x2160_5994fps_HDR10.mp4,555,42.026,14.796
Sparks_4096x2160_5994fps_HDR10.mp4,556,41.192,15.072
Sparks_4096x2160_5994fps_HDR10.mp4,557,42.259,15.466
Sparks_4096x2160_5994fps_HDR10.mp4,558,41.339,15.97
Sparks_4096x2160_5994fps_HDR10.mp4,559,42.188,16.211
Sparks_4096x2160_5994fps_HDR10.mp4,560,41.463,16.044
Sparks_4096x2160_5994fps_HDR10.mp4,561,42.329,15.684
Sparks_4096x2160_5994fps_HDR10.mp4,562,41.206,15.235
Sparks_4096x2160_5994fps_HDR10.mp4,563,41.617,14.885
Sparks_4096x2160_5994fps_HDR10.mp4,564,40.769,14.614
Sparks_4096x2160_5994fps_HDR10.mp4,565,41.64,14.754
Sparks_4096x2160_5994fps_HDR10.mp4,566,40.357,14.887
Sparks_4096x2160_5994fps_HDR10.mp4,567,40.6,15.506
Sparks_4096x2160_5994fps_HDR10.mp4,568,38.932,16.569
Sparks_4096x2160_5994fps_HDR10.mp4,569,39.759,16.97
Sparks_4096x2160_5994fps_HDR10.mp4,570,39.061,16.624
Sparks_4096x2160_5994fps_HDR10.mp4,571,41.753,17.654
Sparks_4096x2160_5994fps_HDR10.mp4,572,43.269,17.594
Sparks_4096x2160_5994fps_HDR10.mp4,573,43.47,17.046
Sparks_4096x2160_5994fps_HDR10.mp4,574,43.066,17.468
Sparks_4096x2160_5994fps_HDR10.mp4,575,40.113,18.416
Sparks_4096x2160_5994fps_HDR10.mp4,576,40.438,15.806
Sparks_4096x2160_5994fps_HDR10.mp4,577,40.227,15.921
Sparks_4096x2160_5994fps_HDR10.mp4,578,40.092,16.021
Sparks_4096x2160_5994fps_HDR10.mp4,579,39.538,16.0
Sparks_4096x2160_5994fps_HDR10.mp4,580,39.927,16.057
Sparks_4096x2160_5994fps_HDR10.mp4,581,39.508,16.45
Sparks_4096x2160_5994fps_HDR10.mp4,582,39.434,16.793
Sparks_4096x2160_5994fps_HDR10.mp4,583,39.328,16.96
Sparks_4096x2160_5994fps_HDR10.mp4,584,39.566,16.968
Sparks_4096x2160_5994fps_HDR10.mp4,585,39.65,16.587
Sparks_4096x2160_5994fps_HDR10.mp4,586,39.918,16.28
Sparks_4096x2160_5994fps_HDR10.mp4,587,39.703,16.154
Sparks_4096x2160_5994fps_HDR10.mp4,588,40.064,16.317
Sparks_4096x2160_5994fps_HDR10.mp4,589,39.966,16.596
Sparks_4096x2160_5994fps_HDR10.mp4,590,39.87,17.234
Sparks_4096x2160_5994fps_HDR10.mp4,591,39.612,17.307
Sparks_4096x2160_5994fps_HDR10.mp4,592,39.782,16.537
Sparks_4096x2160_5994fps_HDR10.mp4,593,39.85,15.702
Sparks_4096x2160_5994fps_HDR10.mp4,594,39.719,15.054
Sparks_4096x2160_5994fps_HDR10.mp4,595,39.681,15.019
Sparks_4096x2160_5994fps_HDR10.mp4,596,39.71,15.721
Sparks_4096x2160_5994fps_HDR10.mp4,597,39.722,16.097
Sparks_4096x2160_5994fps_HDR10.mp4,598,39.652,16.508
Sparks_4096x2160_5994fps_HDR10.mp4,599,39.777,16.462
Sparks_4096x2160_5994fps_HDR10.mp4,600,40.238,15.758
Sparks_4096x2160_5994fps_HDR10.mp4,601,39.871,15.193
Sparks_4096x2160_5994fps_HDR10.mp4,602,40.007,15.843
Sparks_4096x2160_5994fps_HDR10.mp4,603,39.995,16.734
Sparks_4096x2160_5994fps_HDR10.mp4,604,40.182,17.1
Sparks_4096x2160_5994fps_HDR10.mp4,605,40.959,17.273
Sparks_4096x2160_5994fps_HDR10.mp4,606,41.472,17.13
Sparks_4096x2160_5994fps_HDR10.mp4,607,42.478,17.337
Sparks_4096x2160_5994fps_HDR10.mp4,608,42.358,18.032
Sparks_4096x2160_5994fps_HDR10.mp4,609,43.554,18.926
Sparks_4096x2160_5994fps_HDR10.mp4,610,42.761,19.231
Sparks_4096x2160_5994fps_HDR10.mp4,611,43.195,19.332
Sparks_4096x2160_5994fps_HDR10.mp4,612,42.771,19.512
Sparks_4096x2160_5994fps_HDR10.mp4,613,42.821,19.237
Sparks_4096x2160_5994fps_HDR10.mp4,614,42.908,18.988
Sparks_4096x2160_5994fps_HDR10.mp4,615,42.698,18.196
Sparks_4096x2160_5994fps_HDR10.mp4,616,42.75,17.165
Sparks_4096x2160_5994fps_HDR10.mp4,617,43.113,16.619
Sparks_4096x2160_5994fps_HDR10.mp4,618,42.213,16.283
Sparks_4096x2160_5994fps_HDR10.mp4,619,42.424,16.239
Sparks_4096x2160_5994fps_HDR10.mp4,620,41.922,16.196
Sparks_4096x2160_5994fps_HDR10.mp4,621,42.44,16.091
Sparks_4096x2160_5994fps_HDR10.mp4,622,42.007,15.956
Sparks_4096x2160_5994fps_HDR10.mp4,623,41.913,15.861
Sparks_4096x2160_5994fps_HDR10.mp4,624,42.171,15.662
Sparks_4096x2160_5994fps_HDR10.mp4,625,42.644,15.682
Sparks_4096x2160_5994fps_HDR10.mp4,626,42.404,15.817
Sparks_4096x2160_5994fps_HDR10.mp4,627,42.814,16.24
Sparks_4096x2160_5994fps_HDR10.mp4,628,42.27,16.917
Sparks_4096x2160_5994fps_HDR10.mp4,629,42.814,17.861
Sparks_4096x2160_5994fps_HDR10.mp4,630,42.558,18.474
Sparks_4096x2160_5994fps_HDR10.mp4,631,42.501,18.414
Sparks_4096x2160_5994fps_HDR10.mp4,632,43.096,18.045
Sparks_4096x2160_5994fps_HDR10.mp4,633,43.513,17.78
Sparks_4096x2160_5994fps_HDR10.mp4,634,43.232,17.548
Sparks_4096x2160_5994fps_HDR10.mp4,635,43.95,17.9
Sparks_4096x2160_5994fps_HDR10.mp4,636,43.431,18.603
Sparks_4096x2160_5994fps_HDR10.mp4,637,43.661,18.754
Sparks_4096x2160_5994fps_HDR10.mp4,638,43.994,18.969
Sparks_4096x2160_5994fps_HDR10.mp4,639,43.854,18.69
Sparks_4096x2160_5994fps_HDR10.mp4,640,44.124,17.797
Sparks_4096x2160_5994fps_HDR10.mp4,641,44.582,17.222
Sparks_4096x2160_5994fps_HDR10.mp4,642,43.439,17.854
Sparks_4096x2160_5994fps_HDR10.mp4,643,43.598,18.476
Sparks_4096x2160_5994fps_HDR10.mp4,644,43.073,18.58
Sparks_4096x2160_5994fps_HDR10.mp4,645,43.087,18.256
Sparks_4096x2160_5994fps_HDR10.mp4,646,43.233,17.596
Sparks_4096x2160_5994fps_HDR10.mp4,647,43.011,17.093
Sparks_4096x2160_5994fps_HDR10.mp4,648,42.341,16.705
Sparks_4096x2160_5994fps_HDR10.mp4,649,43.378,16.807
Sparks_4096x2160_5994fps_HDR10.mp4,650,42.958,16.839
Sparks_4096x2160_5994fps_HDR10.mp4,651,43.297,16.754
Sparks_4096x2160_5994fps_HDR10.mp4,652,44.522,17.591
Sparks_4096x2160_5994fps_HDR10.mp4,653,46.471,18.577
Sparks_4096x2160_5994fps_HDR10.mp4,654,46.253,18.264
Sparks_4096x2160_5994fps_HDR10.mp4,655,46.333,18.254
Sparks_4096x2160_5994fps_HDR10.mp4,656,46.207,18.619
Sparks_4096x2160_5994fps_HDR10.mp4,657,46.521,19.46
Sparks_4096x2160_5994fps_HDR10.mp4,658,44.189,20.436
Sparks_4096x2160_5994fps_HDR10.mp4,659,43.088,19.472
Sparks_4096x2160_5994fps_HDR10.mp4,660,43.83,18.859
Sparks_4096x2160_5994fps_HDR10.mp4,661,44.677,18.692
Sparks_4096x2160_5994fps_HDR10.mp4,662,43.609,18.145
Sparks_4096x2160_5994fps_HDR10.mp4,663,44.281,17.84
Sparks_4096x2160_5994fps_HDR10.mp4,664,43.802,17.672
Sparks_4096x2160_5994fps_HDR10.mp4,665,43.589,17.634
Sparks_4096x2160_5994fps_HDR10.mp4,666,43.835,17.73
Sparks_4096x2160_5994fps_HDR10.mp4,667,43.752,17.768
Sparks_4096x2160_5994fps_HDR10.mp4,668,43.412,17.812
Sparks_4096x2160_5994fps_HDR10.mp4,669,44.259,18.138
Sparks_4096x2160_5994fps_HDR10.mp4,670,43.349,18.064
Sparks_4096x2160_5994fps_HDR10.mp4,671,43.47,17.634
Sparks_4096x2160_5994fps_HDR10.mp4,672,43.615,17.875
Sparks_4096x2160_5994fps_HDR10.mp4,673,43.553,18.084
Sparks_4096x2160_5994fps_HDR10.mp4,674,43.254,18.296
Sparks_4096x2160_5994fps_HDR10.mp4,675,43.702,18.984
Sparks_4096x2160_5994fps_HDR10.mp4,676,43.373,18.875
Sparks_4096x2160_5994fps_HDR10.mp4,677,44.078,18.401
Sparks_4096x2160_5994fps_HDR10.mp4,678,44.174,18.321
Sparks_4096x2160_5994fps_HDR10.mp4,679,44.064,18.223
Sparks_4096x2160_5994fps_HDR10.mp4,680,44.454,18.153
Sparks_4096x2160_5994fps_HDR10.mp4,681,44.713,18.535
Sparks_4096x2160_5994fps_HDR10.mp4,682,43.968,18.907
Sparks_4096x2160_5994fps_HDR10.mp4,683,44.37,19.117
Sparks_4096x2160_5994fps_HDR10.mp4,684,44.257,19.604
Sparks_4096x2160_5994fps_HDR10.mp4,685,44.876,19.854
Sparks_4096x2160_5994fps_HDR10.mp4,686,46.205,21.051
Sparks_4096x2160_5994fps_HDR10.mp4,687,47.122,20.839
Sparks_4096x2160_5994fps_HDR10.mp4,688,47.202,19.921
Sparks_4096x2160_5994fps_HDR10.mp4,689,47.399,19.607
Sparks_4096x2160_5994fps_HDR10.mp4,690,47.01,20.145
Sparks_4096x2160_5994fps_HDR10.mp4,691,46.963,20.366
Sparks_4096x2160_5994fps_HDR10.mp4,692,46.671,20.547
Sparks_4096x2160_5994fps_HDR10.mp4,693,46.957,20.728
Sparks_4096x2160_5994fps_HDR10.mp4,694,46.225,21.175
Sparks_4096x2160_5994fps_HDR10.mp4,695,46.211,21.393
Sparks_4096x2160_5994fps_HDR10.mp4,696,45.632,22.105
Sparks_4096x2160_5994fps_HDR10.mp4,697,47.899,24.2
Sparks_4096x2160_5994fps_HDR10.mp4,698,49.635,23.184
Sparks_4096x2160_5994fps_HDR10.mp4,699,51.287,19.514
Sparks_4096x2160_5994fps_HDR10.mp4,700,50.683,17.594
Sparks_4096x2160_5994fps_HDR10.mp4,701,51.824,15.732
Sparks_4096x2160_5994fps_HDR10.mp4,702,50.213,16.514
Sparks_4096x2160_5994fps_HDR10.mp4,703,50.179,19.175
Sparks_4096x2160_5994fps_HDR10.mp4,704,50.028,19.142
Sparks_4096x2160_5994fps_HDR10.mp4,705,49.943,19.797
Sparks_4096x2160_5994fps_HDR10.mp4,706,49.421,22.239
Sparks_4096x2160_5994fps_HDR10.mp4,707,49.145,18.449
Sparks_4096x2160_5994fps_HDR10.mp4,708,48.843,21.33
Sparks_4096x2160_5994fps_HDR10.mp4,709,49.201,20.203
Sparks_4096x2160_5994fps_HDR10.mp4,710,49.504,19.768
Sparks_4096x2160_5994fps_HDR10.mp4,711,50.264,18.308
Sparks_4096x2160_5994fps_HDR10.mp4,712,50.495,17.597
Sparks_4096x2160_5994fps_HDR10.mp4,713,51.486,16.667
Sparks_4096x2160_5994fps_HDR10.mp4,714,51.91,13.679
Sparks_4096x2160_5994fps_HDR10.mp4,715,52.492,10.927
Sparks_4096x2160_5994fps_HDR10.mp4,716,52.185,10.519
Sparks_4096x2160_5994fps_HDR10.mp4,717,52.587,9.816
Sparks_4096x2160_5994fps_HDR10.mp4,718,52.712,8.081
Sparks_4096x2160_5994fps_HDR10.mp4,719,52.872,5.432
Sparks_4096x2160_5994fps_HDR10.mp4,720,53.194,5.883
Sparks_4096x2160_5994fps_HDR10.mp4,721,53.919,7.182
Sparks_4096x2160_5994fps_HDR10.mp4,722,53.353,8.355
Sparks_4096x2160_5994fps_HDR10.mp4,723,53.305,9.894
Sparks_4096x2160_5994fps_HDR10.mp4,724,53.297,9.209
Sparks_4096x2160_5994fps_HDR10.mp4,725,53.817,9.047
Sparks_4096x2160_5994fps_HDR10.mp4,726,52.884,10.383
Sparks_4096x2160_5994fps_HDR10.mp4,727,52.998,13.236
Sparks_4096x2160_5994fps_HDR10.mp4,728,52.297,14.725
Sparks_4096x2160_5994fps_HDR10.mp4,729,53.249,14.421
Sparks_4096x2160_5994fps_HDR10.mp4,730,52.694,13.381
Sparks_4096x2160_5994fps_HDR10.mp4,731,52.791,13.463
Sparks_4096x2160_5994fps_HDR10.mp4,732,52.628,12.834
Sparks_4096x2160_5994fps_HDR10.mp4,733,53.19,11.889
Sparks_4096x2160_5994fps_HDR10.mp4,734,52.974,10.503
Sparks_4096x2160_5994fps_HDR10.mp4,735,53.187,8.756
Sparks_4096x2160_5994fps_HDR10.mp4,736,53.053,7.799
Sparks_4096x2160_5994fps_HDR10.mp4,737,53.168,7.259
Sparks_4096x2160_5994fps_HDR10.mp4,738,53.13,7.614
Sparks_4096x2160_5994fps_HDR10.mp4,739,53.313,8.297
Sparks_4096x2160_5994fps_HDR10.mp4,740,53.052,9.125
Sparks_4096x2160_5994fps_HDR10.mp4,741,53.483,9.179
Sparks_4096x2160_5994fps_HDR10.mp4,742,53.539,7.83
Sparks_4096x2160_5994fps_HDR10.mp4,743,53.656,5.749
Sparks_4096x2160_5994fps_HDR10.mp4,744,53.674,3.718
Sparks_4096x2160_5994fps_HDR10.mp4,745,53.908,4.59
Sparks_4096x2160_5994fps_HDR10.mp4,746,53.843,6.968
Sparks_4096x2160_5994fps_HDR10.mp4,747,53.946,7.692
Sparks_4096x2160_5994fps_HDR10.mp4,748,53.805,8.176
Sparks_4096x2160_5994fps_HDR10.mp4,749,54.172,7.374
Sparks_4096x2160_5994fps_HDR10.mp4,750,54.088,5.566
Sparks_4096x2160_5994fps_HDR10.mp4,751,54.164,4.313
Sparks_4096x2160_5994fps_HDR10.mp4,752,54.014,4.659
Sparks_4096x2160_5994fps_HDR10.mp4,753,54.148,7.341
Sparks_4096x2160_5994fps_HDR10.mp4,754,53.747,9.627
Sparks_4096x2160_5994fps_HDR10.mp4,755,53.723,11.371
Sparks_4096x2160_5994fps_HDR10.mp4,756,53.657,11.739
Sparks_4096x2160_5994fps_HDR10.mp4,757,54.073,10.532
Sparks_4096x2160_5994fps_HDR10.mp4,758,53.947,8.156
Sparks_4096x2160_5994fps_HDR10.mp4,759,53.956,5.761
Sparks_4096x2160_5994fps_HDR10.mp4,760,53.74,4.684
Sparks_4096x2160_5994fps_HDR10.mp4,761,53.872,4.28
Sparks_4096x2160_5994fps_HDR10.mp4,762,53.643,4.139
Sparks_4096x2160_5994fps_HDR10.mp4,763,53.724,3.51
Sparks_4096x2160_5994fps_HDR10.mp4,764,53.509,4.14
Sparks_4096x2160_5994fps_HDR10.mp4,765,53.494,6.751
Sparks_4096x2160_5994fps_HDR10.mp4,766,53.102,8.762
Sparks_4096x2160_5994fps_HDR10.mp4,767,52.971,9.733
Sparks_4096x2160_5994fps_HDR10.mp4,768,52.609,11.378
Sparks_4096x2160_5994fps_HDR10.mp4,769,52.677,12.884
Sparks_4096x2160_5994fps_HDR10.mp4,770,51.868,13.965
Sparks_4096x2160_5994fps_HDR10.mp4,771,51.537,14.975
Sparks_4096x2160_5994fps_HDR10.mp4,772,51.2,16.049
Sparks_4096x2160_5994fps_HDR10.mp4,773,51.532,17.083
Sparks_4096x2160_5994fps_HDR10.mp4,774,50.49,17.305
Sparks_4096x2160_5994fps_HDR10.mp4,775,50.35,16.692
Sparks_4096x2160_5994fps_HDR10.mp4,776,50.21,15.592
Sparks_4096x2160_5994fps_HDR10.mp4,777,50.69,13.626
Sparks_4096x2160_5994fps_HDR10.mp4,778,50.022,11.644
Sparks_4096x2160_5994fps_HDR10.mp4,779,49.359,12.348
Sparks_4096x2160_5994fps_HDR10.mp4,780,48.654,14.275
Sparks_4096x2160_5994fps_HDR10.mp4,781,48.444,15.917
Sparks_4096x2160_5994fps_HDR10.mp4,782,47.611,16.496
Sparks_4096x2160_5994fps_HDR10.mp4,783,47.474,16.053
Sparks_4096x2160_5994fps_HDR10.mp4,784,47.097,15.443
Sparks_4096x2160_5994fps_HDR10.mp4,785,47.089,15.158
Sparks_4096x2160_5994fps_HDR10.mp4,786,46.05,15.295
Sparks_4096x2160_5994fps_HDR10.mp4,787,45.462,14.98
Sparks_4096x2160_5994fps_HDR10.mp4,788,44.641,14.768
Sparks_4096x2160_5994fps_HDR10.mp4,789,44.281,15.404
Sparks_4096x2160_5994fps_HDR10.mp4,790,43.046,15.36
Sparks_4096x2160_5994fps_HDR10.mp4,791,42.312,15.505
Sparks_4096x2160_5994fps_HDR10.mp4,792,41.362,15.734
Sparks_4096x2160_5994fps_HDR10.mp4,793,41.221,15.664
Sparks_4096x2160_5994fps_HDR10.mp4,794,39.873,15.412
Sparks_4096x2160_5994fps_HDR10.mp4,795,39.107,14.977
Sparks_4096x2160_5994fps_HDR10.mp4,796,38.095,14.903
Sparks_4096x2160_5994fps_HDR10.mp4,797,37.709,15.211
