input_file,si,ti,n
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,0.0,0.0,195
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,0.0,0.0,196
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,0.0,0.0,197
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,0.0,0.0,198
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,0.0,0.0,199
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,0.0,0.0,200
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,0.0,0.0,201
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,0.0,0.0,202
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,0.0,0.0,203
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,0.0,0.0,204
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,0.0,0.0,205
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,0.0,0.0,206
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,0.0,0.0,207
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,0.0,0.0,208
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,0.0,0.0,209
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,0.0,0.0,210
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,0.0,0.0,211
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,0.0,0.0,212
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,14.177,213
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,214
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,215
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,216
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,217
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,218
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,219
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,220
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,221
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,222
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,223
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,224
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,225
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,226
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,227
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,228
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,229
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,230
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,231
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,232
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,233
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,234
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,235
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,236
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,237
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,238
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,239
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,240
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.03,241
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,242
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,243
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,244
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,245
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,246
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,247
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,248
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,249
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,250
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,251
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,252
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,54.536,0.0,253
